customerID,gender,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2799-TSLAG,Female,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,No
0196-VULGZ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.35,474.9,Yes
8837-VVWLQ,Female,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,84.95,668.4,Yes
2696-NARTR,,Yes,,,Month-to-month,Yes,Electronic check,,926.25,Yes
2208-NKVVH,Male,Yes,No,No internet service,Two year,No,Mailed check,24.25,1077.95,No
7614-QVWQL,Male,No,DSL,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes
1976-CFOCS,Female,Yes,DSL,No,Month-to-month,No,Electronic check,46,46,Yes
4631-OACRM,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes
7139-JZFVG,Male,Yes,DSL,No,Two year,No,Bank transfer (automatic),60.5,3694.45,No
4987-GQWPO,Male,No,DSL,No,Month-to-month,No,Credit card (automatic),25.1,382.8,No
3755-JBMNH,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Yes
1757-TCATG,Male,Yes,No,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,No
6345-ULYRW,Male,Yes,Fiber optic,No,One year,No,Mailed check,88.4,3912.9,Yes
4776-XSKYQ,Female,No,DSL,No,One year,No,Credit card (automatic),30.25,368.85,No
8048-DSDFQ,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No
5753-QQWPW,Female,Yes,DSL,No,One year,Yes,Electronic check,59.9,1654.7,No
6010-DDPPW,,Yes,,,Two year,No,Bank transfer (automatic),,1940.85,No
1809-DMJHQ,Female,Yes,DSL,No,Month-to-month,No,Mailed check,46,221.7,Yes
6693-FRIRW,Male,Yes,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,No
6586-MYGKD,Male,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,No
3173-NVMPX,Female,Yes,DSL,No,Month-to-month,Yes,Mailed check,55.3,501.2,No
0248-PGHBZ,Female,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No
0623-GDISB,Female,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No
2892-GESUL,Female,Yes,No,No internet service,Two year,No,Mailed check,19.35,309.25,No
6923-EFPNL,Male,Yes,DSL,,Month-to-month,No,Credit card (automatic),,201.1,Yes
7472-EQOAV,Male,Yes,,,One year,Yes,Bank transfer (automatic),,6179.35,No
9574-RKJIF,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes
2043-WVTQJ,Male,Yes,DSL,No,Month-to-month,No,Mailed check,55.7,55.7,No
8034-RYTVV,Female,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),84.25,4589.85,No
3863-QSTYI,Male,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,64.65,3735.45,No
2619-WFQWU,Female,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.15,70.15,Yes
5044-LRQAQ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,No
1716-LSAMB,Male,Yes,DSL,No,Two year,No,Bank transfer (automatic),54.65,2553.7,No
1333-PBMXB,,Yes,,,One year,Yes,Bank transfer (automatic),,1342.15,No
6546-OPBBH,Male,Yes,No,No internet service,One year,Yes,Mailed check,23.95,1216.35,No
5985-BEHZK,Female,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),105,7578.05,No
9127-QRZMH,Male,Yes,DSL,No,One year,Yes,Bank transfer (automatic),59.85,2603.95,No
5919-VCZYM,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.05,42.7,No
9644-KVCNC,Female,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),92.15,6056.9,No
2137-DQMEV,Male,No,,,One year,No,Mailed check,,2983.65,No
8174-LNWMW,Female,Yes,No,No internet service,Two year,No,Credit card (automatic),20.9,689.35,No
9279-CJEOJ,,Yes,,,Month-to-month,Yes,Bank transfer (automatic),,2025.1,No
7964-VEXDG,Male,Yes,Fiber optic,No,Month-to-month,No,Electronic check,80.35,1747.2,No
2404-JIBFC,Female,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,No
0778-NELLA,Male,No,DSL,Yes,Month-to-month,Yes,Credit card (automatic),34.7,296.1,Yes
8029-XYPWT,Male,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,No
4614-NUVZD,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,81.1,81.1,Yes
4632-PAOYU,Male,Yes,No,No internet service,One year,No,Mailed check,19.95,433.5,No
3803-KMQFW,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,20.55,20.55,Yes
6804-GDMOI,Female,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes
2990-OGYTD,Female,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),86.15,5883.85,No
6646-JPPHA,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,78.85,1043.8,No
9572-MTILT,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes
7658-UYUQS,Male,Yes,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,No
7880-XSOJX,Male,No,DSL,No,Month-to-month,No,Mailed check,42.4,146.4,No
9611-CTWIH,Female,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,240.45,Yes
4589-IUAJB,Male,Yes,,,Two year,No,Bank transfer (automatic),,1724.15,No
0329-GTIAJ,Female,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,315.3,Yes
8746-BFOAJ,Male,Yes,No,,One year,No,Bank transfer (automatic),,429.55,No
8457-XIGKN,Male,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,No
6072-NUQCB,Male,Yes,No,No internet service,One year,No,Bank transfer (automatic),20.25,488.25,No
6629-CZTTH,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,55.7,55.7,Yes
8838-GPHZP,Female,Yes,No,No internet service,Two year,Yes,Mailed check,20.6,1298.7,No
8750-QWZAJ,,Yes,,,Two year,No,Bank transfer (automatic),,1378.75,No
5364-EVNIB,,Yes,,,Month-to-month,Yes,Electronic check,,973.45,Yes
6918-UMQCG,Female,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,80.2,384.25,No
0675-NCDYU,Female,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No
6339-DKLMK,Female,No,,,Month-to-month,Yes,Electronic check,,389.95,No
1346-PJWTK,Male,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),94.15,5731.85,No
5088-QZLRL,Male,Yes,No,No internet service,Month-to-month,No,Electronic check,20.65,20.65,No
8023-QHAIO,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,No
4397-FRLTA,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,20.15,84.5,No
3057-VJJQE,Male,Yes,DSL,No,Two year,No,Mailed check,55.25,1924.1,No
5087-SUURX,Female,No,DSL,Yes,Month-to-month,Yes,Electronic check,39.05,669.85,Yes
2302-OUZXB,Male,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No
8133-ANHHJ,Female,Yes,Fiber optic,No,One year,No,Bank transfer (automatic),103,5166.2,No
2270-CHBFN,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No
0013-EXCHZ,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,83.9,267.4,Yes
5982-FPVQN,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,95.15,3532.85,No
9107-UKCKY,,Yes,,,One year,Yes,Electronic check,,4914.8,No
4654-ULTTN,Male,Yes,DSL,No,Two year,Yes,Credit card (automatic),74.8,5315.8,No
5550-VFRLC,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes
5546-BYZSM,,Yes,,,Month-to-month,No,Electronic check,,775.6,No
1492-KGETH,Male,Yes,DSL,No,One year,No,Bank transfer (automatic),78.35,5445.95,No
4929-BSTRX,Female,Yes,DSL,Yes,Month-to-month,Yes,Mailed check,53.55,53.55,Yes
4163-HFTUK,Male,Yes,No,No internet service,One year,No,Electronic check,19.1,1007.8,No
8215-NGSPE,Female,Yes,No,No internet service,Two year,No,Mailed check,20,833.55,No
2225-ZRGSG,Female,Yes,Fiber optic,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes
8859-YSTWS,Male,Yes,No,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,No
5271-YNWVR,Male,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,113.15,7856,Yes
7601-DHFWZ,Female,Yes,No,No internet service,Two year,No,Credit card (automatic),24,1183.05,No
2657-ALMWY,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,84.95,2169.75,Yes
6330-JKLPC,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes
4667-OHGKG,Male,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Yes
1998-VHJHK,Female,Yes,No,No internet service,One year,No,Mailed check,19.15,501.35,No
1707-HABPF,Female,Yes,Fiber optic,,One year,Yes,Bank transfer (automatic),,4126.35,No
1660-HSOOQ,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,49.65,49.65,Yes
7253-UVNDW,Female,Yes,DSL,,Two year,No,Credit card (automatic),,2460.15,Yes
0487-VVUVK,Male,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.15,477.6,No
7228-OMTPN,,Yes,,,Month-to-month,Yes,Electronic check,,370.65,Yes
5063-IUOKK,Male,Yes,No,No internet service,Two year,No,Mailed check,19.75,265.75,No
4508-OEBEY,Male,Yes,DSL,No,One year,Yes,Credit card (automatic),75.5,2424.45,No
0027-KWYKW,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,83.75,1849.95,No
2308-STERM,,Yes,,,Month-to-month,No,Mailed check,,61.05,No
5982-XMDEX,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),26.5,1698.55,No
6284-AHOOQ,Male,Yes,,,Month-to-month,Yes,Bank transfer (automatic),,1910.6,Yes
6051-PTVNS,Female,Yes,No,No internet service,One year,No,Credit card (automatic),19.15,998.1,No
2344-JMOGN,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,94.85,890.6,Yes
3799-ISUZQ,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Yes
2877-VDUER,Female,No,DSL,Yes,One year,No,Mailed check,40.9,1383.6,No
9152-AMKAK,Male,Yes,DSL,Yes,Two year,Yes,Mailed check,80.25,493.4,No
1794-HBQTJ,Female,Yes,,,Month-to-month,Yes,Credit card (automatic),,48.6,Yes
9432-VOFYX,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.8,1207,No
8049-WJCLQ,Male,Yes,DSL,,Month-to-month,No,Mailed check,,563.5,No
6586-PSJOX,Male,Yes,DSL,No,One year,No,Credit card (automatic),55.2,864.55,No
2460-FPSYH,Female,No,DSL,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes
9705-ZJBCG,Female,Yes,DSL,No,One year,No,Bank transfer (automatic),54.15,701.05,No
4818-DRBQT,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes
1320-HTRDR,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes
6847-KJLTS,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,5749.8,No
9670-BPNXF,,Yes,,,One year,Yes,Credit card (automatic),,2796.45,No
3913-FCUUW,Female,Yes,DSL,No,Two year,Yes,Bank transfer (automatic),70.45,5165.7,No
3301-VKTGC,Male,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,No
1493-AMTIE,Male,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes
9555-SAHUZ,Female,Yes,DSL,No,Month-to-month,No,Electronic check,54.5,2076.05,No
0816-TSPHQ,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.75,44.2,No
9932-WBWIK,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.35,215.25,No
4619-EVPHY,Female,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),91,1859.5,No
5286-YHCVC,Male,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,No
6424-ELEYH,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes
4391-RESHN,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,Yes
9115-YQHGA,Male,Yes,DSL,No,Month-to-month,Yes,Electronic check,51.1,2092.9,No
4462-CYWMH,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),89.8,5629.55,No
8963-MQVYN,Female,Yes,No,No internet service,Month-to-month,Yes,Electronic check,20.55,469.85,No
2458-EOMRE,Female,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),64.05,733.95,No
9334-GWGOW,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.85,485.25,No
6821-BUXUX,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes
5028-HTLJB,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Yes
9801-GDWGV,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes
6542-LWGXJ,Male,No,,,Month-to-month,No,Mailed check,,78.25,No
5567-GZKQY,Male,Yes,No,No internet service,Two year,No,Credit card (automatic),20.3,1131.5,No
1222-LRYKO,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,26.35,184.05,No
2320-JRSDE,Female,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.9,19.9,Yes
2087-QAREY,Female,Yes,DSL,No,Month-to-month,Yes,Mailed check,54.7,1178.75,No
0601-WZHJF,Male,No,DSL,,Month-to-month,No,Electronic check,,667.7,Yes
4423-JWZJN,Male,Yes,Fiber optic,No,One year,No,Credit card (automatic),90.25,5629.15,No
5143-WMWOG,Male,Yes,No,No internet service,Month-to-month,No,Electronic check,19.95,19.95,Yes
6490-FGZAT,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,20.65,109.3,No
5393-RXQSZ,,Yes,,,Month-to-month,No,Electronic check,,79.6,Yes
7452-FOLON,Male,Yes,No,No internet service,One year,No,Bank transfer (automatic),25.45,958.45,No
2320-TZRRH,,Yes,,,One year,No,Mailed check,,403.15,No
0231-LXVAP,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes
9444-JTXHZ,Male,Yes,Fiber optic,No,Month-to-month,No,Electronic check,76.2,76.2,Yes
4942-VZZOM,Male,Yes,DSL,Yes,One year,Yes,Credit card (automatic),66.15,4392.5,No
5510-BOIUJ,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,19.25,19.25,Yes
7502-BNYGS,Female,Yes,,,Month-to-month,Yes,Credit card (automatic),,3168,No
4291-HYEBC,,No,,,One year,Yes,Electronic check,,1096.6,No
6147-CBCRA,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,20.05,669.45,No
6047-SUHPR,,Yes,,,One year,No,Electronic check,,2343.85,No
4471-KXAUH,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes
9752-ZNQUT,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,48.6,48.6,No
7638-QVMVY,,Yes,,,Month-to-month,Yes,Electronic check,,522.95,Yes
1576-PFZIW,Male,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),105.35,7511.9,No
5666-MBJPT,Male,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725,No
7312-XSBAT,Male,Yes,DSL,No,Month-to-month,No,Electronic check,49.75,49.75,No
3096-GKWEB,Male,Yes,,,Month-to-month,Yes,Electronic check,,1691.9,No
2371-JQHZZ,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,93,2248.05,No
0674-GCDXG,Male,Yes,DSL,No,Two year,Yes,Bank transfer (automatic),71.9,4479.2,No
1121-QSIVB,Female,Yes,DSL,Yes,One year,Yes,Mailed check,77.55,3471.1,No
4396-KLSEH,Male,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.85,63,No
3244-DCJWY,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes
2824-MYYBN,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.25,3314.15,No
0875-CABNR,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),84.6,865.55,Yes
6345-HOVES,Male,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),25.05,852.7,No
8318-LCNBW,Male,No,DSL,,One year,No,Credit card (automatic),,1930.9,No
6469-QJKZW,Female,Yes,No,No internet service,Month-to-month,No,Electronic check,20.15,91.4,No
0147-ESWWR,Female,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,3949.15,No
1217-VASWC,Male,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),100.55,4304,No
7812-FZHPE,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,24.1,409.9,Yes
6370-ZVHDV,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,No
5915-DGNVC,Female,Yes,DSL,No,One year,No,Electronic check,71.8,3472.05,No
6260-XLACS,Male,Yes,No,No internet service,One year,No,Mailed check,19.7,117.8,No
3566-CAAYU,Female,No,DSL,No,Two year,No,Electronic check,49.85,3210.35,No
4983-CCWMC,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,69.6,207.4,No
9103-CXVOK,,Yes,,,Month-to-month,No,Electronic check,,19.75,No
2896-TBNBE,Male,Yes,Fiber optic,No,One year,No,Electronic check,80.8,3132.75,No
4797-AXPXK,,Yes,,,Month-to-month,Yes,Electronic check,,60,Yes
5229-PRWKT,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,86.55,649.65,Yes
6982-UQZLY,Female,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.85,20.85,Yes
2522-WLNSF,Female,Yes,DSL,Yes,One year,No,Bank transfer (automatic),64.2,2106.3,No
3841-CONLJ,,No,,,Month-to-month,No,Electronic check,,35,No
5057-LCOUI,Female,No,DSL,Yes,Month-to-month,Yes,Electronic check,50.75,2011.4,Yes
0193-ESZXP,Female,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),105.5,6205.5,Yes
4475-NVTLU,Male,Yes,No,No internet service,Two year,No,Electronic check,19.2,903.7,No
4369-HTUIF,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes
9386-LDCZR,Male,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),90.65,3882.3,No
9585-KKMFD,,Yes,,,Two year,Yes,Mailed check,,879.8,No
5399-ZIMKF,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.65,383.65,No
0336-KXKFK,Male,No,DSL,Yes,Two year,Yes,Credit card (automatic),61.2,4390.25,No
5619-XZZKR,Male,Yes,No,No internet service,One year,No,Mailed check,19.95,68.2,No
3948-FVVRP,Male,Yes,DSL,No,Month-to-month,No,Mailed check,54.8,452.8,No
5327-XOKKY,,Yes,,,Two year,Yes,Credit card (automatic),,5329,No
0983-TATYJ,Female,Yes,DSL,No,One year,Yes,Mailed check,51.45,1758.9,No
1813-JYWTO,Female,Yes,Fiber optic,No,Two year,No,Bank transfer (automatic),80.45,5737.6,No
0156-FVPTA,Male,Yes,DSL,No,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes
1984-FCOWB,Female,Yes,Fiber optic,Yes,One year,Yes,Electronic check,109.5,7674.55,Yes
0654-HMSHN,,Yes,,,Month-to-month,No,Electronic check,,2157.95,Yes
6719-OXYBR,Male,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,85.3,1219.85,No
3312-ZWLGF,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.3,2414.55,No
6476-YHMGA,Female,Yes,DSL,,Month-to-month,No,Bank transfer (automatic),,1155.6,No
5287-QWLKY,,Yes,,,Month-to-month,Yes,Credit card (automatic),,7548.1,Yes
0795-XCCTE,Male,Yes,No,No internet service,Two year,No,Bank transfer (automatic),25.4,1809.35,No
0168-XZKBB,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,86.85,1564.4,No
3785-NRHYR,Male,Yes,,,Month-to-month,No,Mailed check,,19.65,No
5196-SGOAK,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes
4537-DKTAL,,Yes,,,Month-to-month,No,Electronic check,,84.4,No
7072-MBHEV,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,No
5602-BVFMK,Female,Yes,No,No internet service,One year,No,Mailed check,19.3,228.75,No
6297-NOOPG,Female,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,110.5,7752.05,No
1891-UAWWU,Female,Yes,,,Month-to-month,No,Electronic check,,1951,Yes
8204-TIFGJ,Female,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,No
8050-DVOJX,Male,Yes,DSL,No,Two year,No,Credit card (automatic),81.35,4060.9,No
6108-OQZDQ,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,Yes
0363-QJVFX,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),108.15,3432.9,Yes
8903-XEBGX,Male,Yes,DSL,No,Month-to-month,Yes,Electronic check,55.3,108.65,No
8169-SAEJD,Male,No,DSL,Yes,Two year,No,Credit card (automatic),56.55,3952.65,No
9840-DVNDC,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),80.5,463.05,Yes
1089-XZWHH,Female,Yes,No,No internet service,Two year,Yes,Mailed check,19.7,494.05,No
2325-WINES,Female,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),104.05,3416.85,No
6064-ZATLR,Female,Yes,DSL,No,Two year,No,Bank transfer (automatic),52.85,1498.65,No
3096-JRDSO,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes
7824-PANSQ,Male,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,No
8042-JVNFH,Male,Yes,,,Month-to-month,Yes,Mailed check,,71.35,Yes
9648-BCHKM,Female,Yes,No,No internet service,Two year,Yes,Credit card (automatic),24.65,471.35,No
2888-ADFAO,Female,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),21.3,1041.8,No
8707-HOEDG,Female,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,110.2,7689.8,No
3374-LXDEV,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,89.4,1132.35,Yes
4072-IPYLT,Female,Yes,DSL,No,Month-to-month,No,Credit card (automatic),51.05,1815,No
7167-PCEYD,Male,Yes,No,No internet service,Two year,Yes,Mailed check,19.8,1311.3,No
4936-YPJNK,Female,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.9,199.45,No
1580-BMCMR,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,87.3,1637.3,No
4817-KEQSP,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),19.85,1326.35,No
6408-WHTEF,Male,Yes,DSL,Yes,Two year,Yes,Mailed check,89.4,6376.55,No
9251-AWQGT,,Yes,,,Two year,No,Mailed check,,935.9,No
8749-CLJXC,,Yes,,,Month-to-month,No,Mailed check,,20.05,No
7989-VCQOH,Male,Yes,DSL,Yes,Month-to-month,No,Electronic check,83.25,1611.15,No
5049-GLYVG,Male,Yes,,,Month-to-month,No,Mailed check,,20.6,Yes
4199-QHJNM,Male,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),102.9,6989.7,No
8882-TLVRW,Male,No,DSL,,Two year,No,Mailed check,,2779.5,No
5883-GTGVD,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.95,1931.75,Yes
5135-GRQJV,Male,Yes,Fiber optic,Yes,Two year,Yes,Mailed check,114.5,8331.95,No
2384-OVPSA,Female,Yes,,,Two year,No,Mailed check,,735.9,No
1371-WEPDS,Male,Yes,DSL,No,One year,No,Electronic check,55.8,2283.3,No
3580-GICBM,Female,Yes,No,No internet service,Two year,Yes,Mailed check,24.2,1445.2,No
4817-QRJSX,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),81,818.05,Yes
9730-DRTMJ,Male,Yes,DSL,Yes,One year,Yes,Credit card (automatic),72.8,2333.05,No
4686-UXDML,Female,Yes,,,Month-to-month,Yes,Credit card (automatic),,1992.55,No
3349-ANQNH,,Yes,,,One year,Yes,Electronic check,,5890,No
2398-YPMUR,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.15,916.75,Yes
0932-YIXYU,Female,Yes,No,,Two year,No,Credit card (automatic),,1029.8,No
7480-SPLEF,Male,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),26,1796.55,No
7636-XUHWW,,Yes,,,Month-to-month,Yes,Credit card (automatic),,33.7,No
1431-CYWMH,Female,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,454.05,No
5937-EORGB,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,96.5,1392.25,No
6349-JDHQP,,Yes,,,Two year,No,Credit card (automatic),,1049.6,No
5539-HIVAK,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,25.7,734.6,No
5847-MXBEO,Male,Yes,No,No internet service,One year,No,Mailed check,20.3,475.1,No
9985-MWVIX,Female,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.15,70.15,Yes
4583-PARNH,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,91.55,1540.05,No
1116-FRYVH,Female,No,DSL,No,Two year,No,Mailed check,39.4,1978.65,No
1421-HCERK,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,No
9633-XQABV,,Yes,,,Month-to-month,Yes,Electronic check,,229.7,No
0716-BQNDX,Male,Yes,Fiber optic,No,Two year,No,Electronic check,93.75,5625.55,No
1265-XTECC,Female,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),96.55,6581.9,Yes
1183-CANVH,Female,Yes,DSL,Yes,One year,No,Bank transfer (automatic),60,1347.15,No
1972-XMUWV,Female,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),59.8,3808.2,No
8679-LZBMD,Male,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),90.65,3974.15,No
3407-JMJQQ,Female,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),109,7661.8,No
6252-DFGTK,Female,Yes,DSL,No,One year,No,Credit card (automatic),68.1,2479.25,No
1539-LNKHM,Female,Yes,No,No internet service,Month-to-month,No,Mailed check,20.4,266.6,No
8645-KOMJQ,Male,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),81.95,5601.4,No
0289-IVARM,Female,Yes,DSL,,Month-to-month,No,Electronic check,,1982.6,No
